,timestamp,value,label,KPI ID
8784,1472529600,0.2971130925142617,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8785,1472529900,0.2900079941283066,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8786,1472530200,0.3093696657884438,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8787,1472530500,0.3049387288441877,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8788,1472530800,0.30839285403947475,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8789,1472531100,0.3098970698505289,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8790,1472531400,0.3099527815477017,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8791,1472531700,0.33396452282529426,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8792,1472532000,0.3227107600920251,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8793,1472532300,0.3203448700390017,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8794,1472532600,0.3246903823816969,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8795,1472532900,0.3294518753921318,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8796,1472533200,0.3059415393848905,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8797,1472533500,0.3086454137315031,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8798,1472533800,0.31635962666792433,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8799,1472534100,0.3083111435516191,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8800,1472534400,0.3033230896398389,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8801,1472534700,0.2991447123872959,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8802,1472535000,0.2888937601943092,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8803,1472535300,0.2917647696309688,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8804,1472535600,0.29290500235680506,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8805,1472535900,0.2863867338427623,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8806,1472536200,0.2777254220623908,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8807,1472536500,0.2749658360191308,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8808,1472536800,0.2783642495178756,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8809,1472537100,0.27184598100383284,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8810,1472537400,0.27084317046323514,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8811,1472537700,0.2700372079177032,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8812,1472538000,0.262850399043262,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8813,1472538300,0.2690046844720868,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
8814,1472538600,0.2625161288630628,0,c02607e8-7399-3dde-9d28-8a8da5e5d251
